,Course Code,Offering Department,Course Co-ordinator,Teachers Involved,Course Objectives,Course Contents & Topics,Course Learning Outcomes,Pre-requisites (and Co-requisites and Impermissible combinations),Course Status with Related Major/Minor /Professional Core,Course to PLO Mapping,Offer in 2022 - 2023,Offer in 2023 - 2024,Course Grade,Grade Descriptors,A,B,C,D,Fail,Course Type,Group work No. of Hours,Lectures No. of Hours,Assessment No. of Hours,Reading / Self study No. of Hours,Assignments Weighting in final course grade (%),Examination Weighting in final course grade (%),Project reports Weighting in final course grade (%),Required/recommended readingand online materials,Course Website,Additional Course Information,Tutorials No. of Hours,Laboratory No. of Hours,Test Weighting in final course grade (%),Dissertation Weighting in final course grade (%),Oral presentation Weighting in final course grade (%),Research report Weighting in final course grade (%),Distinction,Pass,Internship work No. of Hours,Supervisor's feedback Weighting in final course grade (%),Written report Weighting in final course grade (%),Presentation Weighting in final course grade (%),Laboratory reports Weighting in final course grade (%),Field work No. of Hours,Project work No. of Hours,Project report Weighting in final course grade (%),Essay Weighting in final course grade (%),Report Weighting in final course grade (%),Laboratory work No. of Hours,Presentation No. of Hours,Meeting with supervisor No. of Hours,Discussion No. of Hours
                              
                             
                                                     
                             
                                                     
                                                          2021 Major in Food & Nutritional Science < PLO 1,2,3,4,5,6 >
                              
                             
                                                     
                             
                                                     
                                                          2020 Major in Food & Nutritional Science < PLO 1,2,3,4,5,6 >
                              
                             
                                                     
                             
                                                     
                                                          2019 Major in Food & Nutritional Science < PLO 1,2,3,4,5,6 >
                              
                             
                                                     
                             
                                                     
                                                          2018 Major in Food & Nutritional Science < PLO 2,3,5 >","Y       
                              Summer",Y,A+ to F,"A    Demonstrate thorough grasp of the subject matter covered. Show strong evidence of analytical and critical abilities of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses advanced techniques and equipment for a variety of food-specific purposes. Demonstrates advance skills in designing, producing and evaluating solutions of excellent quality for specific food purposes. Critically use lab skills and techniques and analysis of data and results to draw appropriate and insightful conclusions.  B    Demonstrate substantial grasp of the subject matter covered. Show evidence of analytical and critical abilities of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses techniques and equipment for a variety of food-specific purposes. Demonstrates high-level skills in designing, producing and evaluating solutions of high quality for specific food purposes. Use lab skills and techniques and analysis of data and results to draw generally appropriate conclusions.  C    Demonstrate general but incomplete grasp of the subject matter covered. Show adequate evidence of analytical and critical abilities and logical thinking of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses appropriate techniques and equipment for a variety of food-specific purposes. Demonstrates adequate skills in designing, producing and evaluating solutions of sound quality for specific food purposes. Use lab skills and techniques and analysis of data and results to draw moderately appropriate conclusions.  D    Demonstrate partial but limited grasp, with retention of some relevant information, of the subject matter covered. Show some evidence of coherent and logical thinking of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses basic techniques and equipment for a variety of food-specific purposes. Demonstrates basic skills in designing, producing and evaluating solutions for specific food purposes. Use lab skills and techniques and analysis of data and results to draw appropriate conclusions occasionally.  Fail Demonstrate little or no grasp, with retention of little relevant information, of the subject matter covered. Show lack of coherent and logical thinking of he changes that take place in variety of food during preparation, processing and storage. Identifies with guidance factors and uses some appropriate techniques and equipment for a limited range of food-specific purposes. With guidance, demonstrates limited skills in designing, producing and evaluating solutions for specific food purposes. Use lab skills and techniques and analysis of data and results ineffectively, leading generally to inappropriate and usually erroneous conclusions.","Demonstrate thorough grasp of the subject matter covered. Show strong evidence of analytical and critical abilities of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses advanced techniques and equipment for a variety of food-specific purposes. Demonstrates advance skills in designing, producing and evaluating solutions of excellent quality for specific food purposes. Critically use lab skills and techniques and analysis of data and results to draw appropriate and insightful conclusions.","Demonstrate substantial grasp of the subject matter covered. Show evidence of analytical and critical abilities of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses techniques and equipment for a variety of food-specific purposes. Demonstrates high-level skills in designing, producing and evaluating solutions of high quality for specific food purposes. Use lab skills and techniques and analysis of data and results to draw generally appropriate conclusions.","Demonstrate general but incomplete grasp of the subject matter covered. Show adequate evidence of analytical and critical abilities and logical thinking of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses appropriate techniques and equipment for a variety of food-specific purposes. Demonstrates adequate skills in designing, producing and evaluating solutions of sound quality for specific food purposes. Use lab skills and techniques and analysis of data and results to draw moderately appropriate conclusions.","Demonstrate partial but limited grasp, with retention of some relevant information, of the subject matter covered. Show some evidence of coherent and logical thinking of the changes that take place in variety of food during preparation, processing and storage. Identifies and uses basic techniques and equipment for a variety of food-specific purposes. Demonstrates basic skills in designing, producing and evaluating solutions for specific food purposes. Use lab skills and techniques and analysis of data and results to draw appropriate conclusions occasionally.","Demonstrate little or no grasp, with retention of little relevant information, of the subject matter covered. Show lack of coherent and logical thinking of he changes that take place in variety of food during preparation, processing and storage. Identifies with guidance factors and uses some appropriate techniques and equipment for a limited range of food-specific purposes. With guidance, demonstrates limited skills in designing, producing and evaluating solutions for specific food purposes. Use lab skills and techniques and analysis of data and results ineffectively, leading generally to inappropriate and usually erroneous conclusions.",Lecture with laboratory component course,,24,,100,30,,,Food Processing Technology-Principles & Practice 3rd Ed P.J. FellowsUnit Operations in Food Processing - 2nd ed. R.L. Earle,http://moodle.hku.hk/,This course will be offered subject to a minimum enrollment number and availability of teachers.,6,24,30,,,,,,,,,,40,,,,,,,,,

56,BIOL4209,Biological Sciences,"Dr L Zhang, Biological Sciences  < lzhang17@hku.hk >","(Dr K S Leung,School of Biological Sciences) (Dr L Zhang,School of Biological Sciences)","To provide a fundamental understanding of the rapidly emerging functional food/nutraceutical industry with an emphasis on the history, regulation, chemical basis and quality control of  healthy ingredients/products and their effects on human health.","Concept, history and global regulation of functional foods and nutraceuticals; classification of functional foods and nutraceuticals based on their chemical structures; unsaturated fatty acids, proteins, food pigments and dietary fibers as healthy food ingredients; health benefits of dietary phenolics, terpenes, phytosterols and sulphur-containing compounds; probiotics and prebiotics; small berries, spices, teas and herbs for health; quality control and assurance of functional foods and nutraceuticals.",understand the definition and global regulation of functional foods and nutraceuticals; have substantial chemical knowledge of functional food and nutraceutical products; be able to describe examples of functional foods and interpret critically their claimed health benefits; demonstrate  understanding of the current functional food and nutraceutical industry; understand major techniques and technologies for quality control and manufacturing of healthy products,Pass in BIOL3202,2022 Major in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2022 Minor in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2021 Minor in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2021 Minor in Plant Science                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2020 Minor in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2020 Minor in Plant Science                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2019 Minor in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2019 Minor in Plant Science                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2018 Minor in Food & Nutritional Science                              (                                                            Disciplinary Elective                                                        ); 2018 Minor in Plant Science                              (                                                            Disciplinary Elective                                                        ),"2022 Major in Food & Nutritional Science < PLO 1,2,3,4,5,6 >
                              
                             
                                                     
                             
                                                     
                                                          2021 Major in Food & Nutritional Science < PLO 1,2,3,4,5,6 >
                              
                             
                                                     
                             
                                                     
                             
                                                     
                                                          2020 Major in Food & Nutritional Science < PLO 1,2,3,4,5,6 >
                              
                             
                                                     
                             
                                                     
                             
                                                     
                                                          2019 Major in Food & Nutritional Science < PLO 1,2,3,4,5,6 >
                              
                             
                                                     
                             
                                                     
                             
                                                     
                                                          2018 Major in Food & Nutritional Science < PLO 2,3,4 >","Y       
                  1st sem",Y,A+ to F,"A    Demonstrate thorough grasp of the subject matter covered. Show strong analytical and critical abilities and logical thinking, with evidence of creative ability and competence in professional-level problem solving. Critically use knowledge to draw appropriate and insightful conclusions to real-world problems. Demonstrate highly effective team-based organizational and presentational skills.  B    Demonstrate substantial grasp of the subject matter covered. Show evidence of analytical and critical abilities and logical thinking with some evidence of competence in professional-level problem solving. Use knowledge to draw generally appropriate conclusions to real-world problems. Demonstrate effective team-based organizational and presentational skills.  C    Demonstrate general but incomplete grasp of the subject matter covered. Show some evidence of analytical and critical abilities and logical thinking with limited competence in professional-level problem solving. Use knowledge to draw moderately appropriate but sometimes erroneous conclusions to real-world problems. Demonstrate moderately effective team-based organizational and presentational skills.  D    Demonstrate partial but limited grasp, with retention of some relevant information, of the subject matter covered. Show some evidence of coherent and logical thinking, but lacking competence in professional-level problem solving. Use knowledge to draw sometimes appropriate but often erroneous conclusions to real-world problems. Demonstrate team-based organizational and presentational skills of limited effectiveness.  Fail Demonstrate little or no grasp, with retention of little relevant information, of the subject matter covered. Show lack of coherent and logical thinking, and minimal competence in professional-level problem solving. Use knowledge ineffectively, leading generally to inappropriate and usually erroneous conclusions to real-world problems. Demonstrate ineffectiveness team-based organizational and presentational skills.","Demonstrate thorough grasp of the subject matter covered. Show strong analytical and critical abilities and logical thinking, with evidence of creative ability and competence in professional-level problem solving. Critically use knowledge to draw appropriate and insightful conclusions to real-world problems. Demonstrate highly effective team-based organizational and presentational skills.",Demonstrate substantial grasp of the subject matter covered. Show evidence of analytical and critical abilities and logical thinking with some evidence of competence in professional-level problem solving. Use knowledge to draw generally appropriate conclusions to real-world problems. Demonstrate effective team-based organizational and presentational skills.,Demonstrate general but incomplete grasp of the subject matter covered. Show some evidence of analytical and critical abilities and logical thinking with limited competence in professional-level problem solving. Use knowledge to draw moderately appropriate but sometimes erroneous conclusions to real-world problems. Demonstrate moderately effective team-based organizational and presentational skills.,"Demonstrate partial but limited grasp, with retention of some relevant information, of the subject matter covered. Show some evidence of coherent and logical thinking, but lacking competence in professional-level problem solving. Use knowledge to draw sometimes appropriate but often erroneous conclusions to real-world problems. Demonstrate team-based organizational and presentational skills of limited effectiveness.","Demonstrate little or no grasp, with retention of little relevant information, of the subject matter covered. Show lack of coherent and logical thinking, and minimal competence in professional-level problem solving. Use knowledge ineffectively, leading generally to inappropriate and usually erroneous conclusions to real-world problems. Demonstrate ineffectiveness team-based organizational and presentational skills.",Lecture-based course,,36,,100,30,40,,"R. E. C. Wildman: Handbook of Nutraceuticals and Functional Foods (CRC Press, 2007)C. M. Hasler: Regulation of Functional Foods and Nutraceuticals: a Global Perspective (IFT Press, 2005)",http://moodle.hku.hk/,This course will be offered subject to a minimum enrollment number and availability of teachers.,12,,30,,,,,,,,,,,,,,,,,,,

57,BIOL4302,Biological Sciences,"Dr J Wu, Biological Sciences  < jinwu@hku.hk >","(Dr B Russell,School of Biological Sciences) (Dr C H Hau,School of Biological Sciences) (Dr J Wu,School of Biological Sciences)","To introduce the general principles, processes, techniques, current practices and problems of environmental impact assessment (EIA).","Background and history of EIA development. Concept of carrying capacity and precautionary principle. EIA legislation. Processes in conducting EIA. Risk assessment and management. Mitigatory measures and remediation. Cost benefit analysis. Socio-economic perspectives and analysis. Project monitoring and audit. Common techniques employed in EIA (e.g. matrix, sequence diagram, causal chain analysis, modeling). Modern EIA instruments (environmental liability, environmental insurance and environmental share). Application of EIA in environmental management. Case studies. Role play exercise.","understand the EIA procedures and requirements in different places, especially Hong Kong; appreciate the multidisciplinary nature of EIA; realise the difficulties and challenges of public involvement in EIA processes; conduct an appraisal of EIA reports in the HK EIA system",Pass in (BIOL2103 or BIOL2306); and; (ENVS3004 or any BIOL3XXX course),2022 Major in Biological Sciences (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2022 Major in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2022 Major in Ecology & Biodiversity (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2022 Major in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2022 Minor in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2022 Minor in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Biological Sciences (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Ecology & Biodiversity (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2021 Minor in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2021 Minor in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Biological Sciences (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Ecology & Biodiversity (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2020 Minor in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2020 Minor in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Biological Sciences (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Ecology & Biodiversity (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2019 Minor in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2019 Minor in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Biological Sciences (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Ecology & Biodiversity (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Environmental Science                              (                                                            Disciplinary Elective                                                        ); 2018 Minor in Ecology & Biodiversity                              (                                                            Disciplinary Elective                                                        ); 2018 Minor in Environmental Science                              (                                                            Disciplinary Elective                                                        ),"2022 Major in Biological Sciences (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2022 Major in Ecology & Biodiversity < PLO 5,6,7 >
                              
                             
                                                     
                                                          2022 Major in Ecology & Biodiversity (Intensive) < PLO 5,6 >
                              
                             
                                                     
                                                          2022 Major in Environmental Science < PLO 1,2,3,4 >
                              
                             
                                                     
                             
                                                     
                             
                                                     
                                                          2021 Major in Biological Sciences (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2021 Major in Ecology & Biodiversity < PLO 5,6,7 >
                              
                             
                                                     
                                                          2021 Major in Ecology & Biodiversity (Intensive) < PLO 5,6 >
                              
                             
                                                     
                                                          2021 Major in Environmental Science < PLO 1,2,3,4 >
                              
                             
                                                     
                             
                                                     
                             
                                                     
                                                          2020 Major in Biological Sciences (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2020 Major in Ecology & Biodiversity < PLO 5,6,7 >
                              
                             
                                                     
                                                          2020 Major in Ecology & Biodiversity (Intensive) < PLO 5,6 >
                              
                             
                                                     
                                                          2020 Major in Environmental Science < PLO 1,2,3,4 >
                              
                             
                                                     
                             
                                                     
                             
                                                     
                                                          2019 Major in Biological Sciences (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2019 Major in Ecology & Biodiversity < PLO 5,6,7 >
                              
                             
                                                     
                                                          2019 Major in Ecology & Biodiversity (Intensive) < PLO 5,6 >
                              
                             
                                                     
                                                          2019 Major in Environmental Science < PLO 1,2,3,4 >
                              
                             
                                                     
                             
                                                     
                             
                                                     
                                                          2018 Major in Biological Sciences (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2018 Major in Ecology & Biodiversity < PLO 5,6,7 >
                              
                             
                                                     
                                                          2018 Major in Ecology & Biodiversity (Intensive) < PLO 5,6 >
                              
                             
                                                     
                                                          2018 Major in Environmental Science < PLO 1,2,3,4 >","Y       
                       2nd sem",Y,A+ to F,"A    Demonstrate thorough mastery at an advanced level of extensive knowledge and skills required for attaining all course learning outcomes. Show strong analytical and critical abilities and logical thinking, with evidence of original thought, ability to integrate and synthesize information, and ability to apply knowledge to a wide range of complex, familiar and unfamiliar situations. Apply highly effective presentational skills. Strong evidence of clear attention to thoughtful and reflective thinking.  B    Demonstrate substantial command of a broad range of knowledge and skills required for attaining at least most of the course learning outcomes. Show evidence of analytical and critical abilities and logical thinking, integration of material sand ability to apply knowledge to familiar and some unfamiliar situations. Demonstrate effective presentational skills. Evidence of clear attention to thoughtful and reflective thinking.  C    Demonstrate general but incomplete command of knowledge and skills required for attaining most of the course learning outcomes. Show evidence of some analytical and critical abilities and logical thinking, and ability to apply knowledge to most familiar situations. Apply moderately effective presentational skills. Little evidence of clear attention to thoughtful and reflective thinking.  D    Demonstrate partial but limited command of knowledge and skills required for attaining some of the course learning outcomes. Show evidence of some coherent and logical thinking, but with limited analytical and critical abilities and little attempt at integration. Show limited ability to apply knowledge to solve problems. Apply limited effectiveness in presentational skills. Lack of attention to thoughtful and reflective thinking.  Fail Fail Demonstrate little or no evidence of command of knowledge and skills required for attaining the course learning outcomes. Lack of analytical and critical abilities, logical and coherent thinking. Show very little or no ability to apply knowledge to solve problems. Organization and presentational skills are minimally effective or ineffective.","Demonstrate thorough mastery at an advanced level of extensive knowledge and skills required for attaining all course learning outcomes. Show strong analytical and critical abilities and logical thinking, with evidence of original thought, ability to integrate and synthesize information, and ability to apply knowledge to a wide range of complex, familiar and unfamiliar situations. Apply highly effective presentational skills. Strong evidence of clear attention to thoughtful and reflective thinking.","Demonstrate substantial command of a broad range of knowledge and skills required for attaining at least most of the course learning outcomes. Show evidence of analytical and critical abilities and logical thinking, integration of material sand ability to apply knowledge to familiar and some unfamiliar situations. Demonstrate effective presentational skills. Evidence of clear attention to thoughtful and reflective thinking.","Demonstrate general but incomplete command of knowledge and skills required for attaining most of the course learning outcomes. Show evidence of some analytical and critical abilities and logical thinking, and ability to apply knowledge to most familiar situations. Apply moderately effective presentational skills. Little evidence of clear attention to thoughtful and reflective thinking.","Demonstrate partial but limited command of knowledge and skills required for attaining some of the course learning outcomes. Show evidence of some coherent and logical thinking, but with limited analytical and critical abilities and little attempt at integration. Show limited ability to apply knowledge to solve problems. Apply limited effectiveness in presentational skills. Lack of attention to thoughtful and reflective thinking.","Fail Demonstrate little or no evidence of command of knowledge and skills required for attaining the course learning outcomes. Lack of analytical and critical abilities, logical and coherent thinking. Show very little or no ability to apply knowledge to solve problems. Organization and presentational skills are minimally effective or ineffective.",Lecture with laboratory component course,,24,,70,80,,,"J. Glasson, R. Therivel & A. Chadwick: Introduction to Environmental Impact Assessment, (London: Routledge, 2005)HKSAR Government: Technical Memorandum for Environmental Impact Assessment Ordinance (Hong Kong: HKSAR Government, 1998)References: To be provided in classes",http://moodle.hku.hk,The course will be offered subject to a minimum enrollment number and availability of teachers.,,,,,,,,,,,,,20,24,,,,,,,,

58,BIOL4409,Biological Sciences,"Dr W B L Lim, Biological Sciences  < bllim@hku.hk >","(Dr W B Lim,School of Biological Sceinces)","This Course provides the fundamental principles of virology so that students can understand the pathogenesis of major viral diseases that affect animal health.  The course will prepare students for profession or graduate work in virology, medicine and biotechnology.","Fundamental Virology1. Classification and Nomenclature of Viruses2. Virus structure: Capsid symmetry, Icosahedral symmetry3. Virus structure: Genetic Materials, Nucleocapsid, Envelope4. Virus entry: Receptors, uncoating and fusion5. Virus-Cell interaction6. RNA viruses: Genome replication and mRNA production7. Baltimore Class IV (+) s.s. RNA viruses: Picornaviruses8. Baltimore Class V (-) s.s. RNA viruses: Myxoviruses9. Ambisense RNA viruses: Bunyaviruses and Arenaviruses10, 11. Baltimore Class VI (+) s.s. RNA viruses: Retroviruses12. Baltimore Class III d.s. RNA viruses: Reoviruses13, 14. Baltimore Class I d.s. DNA viruses: Adenoviruses, Herpesviruses15. Baltimore Class II s.s. (+) DNA viruses: Parvoviruses16. Mechanisms of Viral Oncogenesis17. Anti-viral treatments18. Viruses as Tools in Medicine and BiotechnologyPractical Virology19. Specimen Collection, Transportation and Processing,Quality Assurance & Laboratory Safety20. Virus isolation, propagation and titration21, 22. Virus Identification: Immunocytochemical assays, ELISA,Complement Fixation Assay, Hemagglutination and HI assays23, 24. Neutralization assay and Antiviral assay",be familiar with virus classification and the modes of replication and transmission of various viral families; gain hand-on experiences on common virological techniques; carry out researches on virology after taking this course,Pass in BIOL3401 or BIOL3403,2022 Major in Molecular Biology & Biotechnology                              (                                                            Disciplinary Elective                                                        ); 2022 Major in Molecular Biology & Biotechnology (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Molecular Biology & Biotechnology                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Molecular Biology & Biotechnology (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Molecular Biology & Biotechnology                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Molecular Biology & Biotechnology (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Molecular Biology & Biotechnology                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Molecular Biology & Biotechnology (Intensive)                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Molecular Biology & Biotechnology                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Molecular Biology & Biotechnology (Intensive)                              (                                                            Disciplinary Elective                                                        ),"2022 Major in Molecular Biology & Biotechnology < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2022 Major in Molecular Biology & Biotechnology (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2021 Major in Molecular Biology & Biotechnology < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2021 Major in Molecular Biology & Biotechnology (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2020 Major in Molecular Biology & Biotechnology < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2020 Major in Molecular Biology & Biotechnology (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2019 Major in Molecular Biology & Biotechnology < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2019 Major in Molecular Biology & Biotechnology (Intensive) < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2018 Major in Molecular Biology & Biotechnology < PLO 1,3,4,5 >
                              
                             
                                                     
                                                          2018 Major in Molecular Biology & Biotechnology (Intensive) < PLO 1,3,4,5 >","Y       
                  1st sem",N,A+ to F,A    Demonstrate thorough mastery at an advanced level of knowledge required for attaining all the course learning outcomes. Show strong analytical skills and competent ability to acquire knowledge on new development of the subject. Apply highly effective lab skills and techniques. Apply highly effective organizational and presentational skills.  B    Demonstrate substantial command of a broad range of knowledge and skills required for attaining at least most of the course learning outcomes. Show evidence of analytical skills and adequate ability to acquire knowledge on new development of the subject. Apply effective lab skills and techniques. Apply effective organizational and presentational skills.  C    Demonstrate general but incomplete command of knowledge and skills required for attaining most of the course learning outcomes. Show evidence of some analytical skills and certain ability to acquire knowledge on new development of the subject. Apply moderately effective lab skills and techniques. Apply moderately effective organizational and presentational skills.  D    Demonstrate partial but limited command of knowledge and skills required for attaining some of the course learning outcomes. Show evidence of limited analytical skills and ability to acquire knowledge on new development of the subject. Apply partially effective lab skills and techniques. Apply limited or barely effective organizational and presentational skills.  Fail Demonstrate little or no evidence of command of knowledge and skills required for attaining the course learning outcomes. Lack of analytical skills and ability to acquire knowledge on new development of the subject. Apply minimally effective or ineffective lab skills and techniques. Organization and presentational skills are minimally effective or ineffective.,Demonstrate thorough mastery at an advanced level of knowledge required for attaining all the course learning outcomes. Show strong analytical skills and competent ability to acquire knowledge on new development of the subject. Apply highly effective lab skills and techniques. Apply highly effective organizational and presentational skills.,Demonstrate substantial command of a broad range of knowledge and skills required for attaining at least most of the course learning outcomes. Show evidence of analytical skills and adequate ability to acquire knowledge on new development of the subject. Apply effective lab skills and techniques. Apply effective organizational and presentational skills.,Demonstrate general but incomplete command of knowledge and skills required for attaining most of the course learning outcomes. Show evidence of some analytical skills and certain ability to acquire knowledge on new development of the subject. Apply moderately effective lab skills and techniques. Apply moderately effective organizational and presentational skills.,Demonstrate partial but limited command of knowledge and skills required for attaining some of the course learning outcomes. Show evidence of limited analytical skills and ability to acquire knowledge on new development of the subject. Apply partially effective lab skills and techniques. Apply limited or barely effective organizational and presentational skills.,Demonstrate little or no evidence of command of knowledge and skills required for attaining the course learning outcomes. Lack of analytical skills and ability to acquire knowledge on new development of the subject. Apply minimally effective or ineffective lab skills and techniques. Organization and presentational skills are minimally effective or ineffective.,Lecture with laboratory component course,,24,,100,,80,,"Virology: Molecular Biology and pathogenesis (2010) L. C. Norkin, ASM Press.Principles of Virology (2009) S.J. Flint, ASM Press. Basic Virology (2008) E.K. Wagner. Blackwell.",http://moodle.hku.hk/,Offer in alternate year from 2017-2018This course will be offered subject to a minimum enrollment number and availability of teachers.,6,24,,,,,,,,,,,20,,,,,,,,,
